20000,0.001763,0.000191,10
40000,0.003204,0.000393,10
60000,0.005279,0.000746,10
80000,0.006468,0.000589,10
100000,0.007269,0.000382,10
120000,0.009082,0.000486,10
140000,0.011765,0.002272,10
160000,0.011913,0.000344,10
180000,0.013567,0.000534,10
200000,0.015096,0.000359,10
