20000,0.125766,0.005029,10
40000,0.495824,0.006798,10
60000,1.130763,0.015463,10
80000,2.003791,0.017073,10
100000,3.157123,0.065221,10
120000,4.756993,0.120547,10
140000,6.350896,0.191256,10
160000,8.172132,0.247346,10
180000,10.318186,0.166873,10
200000,12.585075,0.070657,10
