1000000,0.040000,0.282843,50
2000000,0.100000,0.364216,50
3000000,0.080000,0.340468,50
4000000,0.160000,0.421852,50
5000000,0.080000,0.340468,50
6000000,0.220000,0.506690,50
7000000,2.120000,10.994693,50
8000000,0.260000,0.632778,50
9000000,0.180000,0.522553,50
10000000,0.280000,0.536048,50
11000000,0.220000,0.506690,50
12000000,0.480000,0.646498,50
13000000,0.620000,2.174903,50
14000000,0.400000,0.699854,50
15000000,0.420000,0.574634,50
16000000,0.380000,0.696639,50
17000000,0.440000,0.704504,50
18000000,0.520000,0.762381,50
19000000,0.380000,0.602376,50
20000000,0.500000,0.646813,50
21000000,0.580000,0.672795,50
22000000,0.680000,0.712569,50
23000000,0.680000,0.586933,50
24000000,0.720000,0.607437,50
25000000,0.560000,0.611455,50
26000000,0.640000,0.851409,50
27000000,0.720000,0.671277,50
28000000,0.740000,0.750782,50
29000000,0.660000,0.717422,50
30000000,0.800000,0.808122,50
31000000,0.680000,0.819158,50
32000000,0.700000,0.707107,50
33000000,0.780000,0.763718,50
34000000,0.800000,0.755929,50
35000000,1.000000,0.728431,50
36000000,1.160000,0.841767,50
37000000,0.960000,0.727310,50
38000000,0.980000,0.684821,50
39000000,0.780000,0.648074,50
40000000,0.920000,0.600680,50
41000000,0.980000,0.622372,50
42000000,0.920000,0.723935,50
43000000,1.100000,0.614452,50
44000000,0.920000,0.565685,50
45000000,1.040000,0.604743,50
46000000,1.140000,0.606428,50
47000000,1.340000,0.658074,50
48000000,1.240000,0.517451,50
49000000,1.260000,0.527218,50
50000000,1.180000,0.481918,50
