1000000,0.020000,0.141421,50
2000000,0.000000,0.000000,50
3000000,0.100000,0.303046,50
4000000,0.060000,0.239898,50
5000000,0.040000,0.197949,50
6000000,0.420000,0.927802,50
7000000,0.060000,0.239898,50
8000000,0.160000,0.421852,50
9000000,0.120000,0.328261,50
10000000,0.160000,0.467734,50
11000000,0.160000,0.370328,50
12000000,0.060000,0.239898,50
13000000,0.200000,0.404061,50
14000000,0.300000,0.543984,50
15000000,0.200000,0.404061,50
16000000,0.180000,0.388088,50
17000000,0.200000,0.404061,50
18000000,0.180000,0.388088,50
19000000,0.280000,0.536048,50
20000000,0.380000,0.602376,50
21000000,0.680000,1.889174,50
22000000,1.400000,3.386648,50
23000000,0.560000,0.732900,50
24000000,0.220000,0.418452,50
25000000,0.380000,0.696639,50
26000000,0.340000,0.478518,50
27000000,0.400000,0.494872,50
28000000,0.420000,0.537948,50
29000000,0.460000,0.542481,50
30000000,0.380000,0.530306,50
31000000,0.300000,0.462910,50
32000000,1.200000,2.610810,50
33000000,0.560000,0.540597,50
34000000,0.980000,0.795138,50
35000000,0.620000,0.635353,50
36000000,0.640000,0.597956,50
37000000,0.600000,0.606092,50
38000000,0.760000,0.591090,50
39000000,0.460000,0.503457,50
40000000,0.580000,0.498569,50
41000000,0.740000,0.486973,50
42000000,0.540000,0.542481,50
43000000,0.560000,0.501427,50
44000000,0.540000,0.542481,50
45000000,0.920000,0.804071,50
46000000,0.980000,0.588669,50
47000000,0.960000,0.569998,50
48000000,1.520000,0.931095,50
49000000,1.080000,0.528378,50
50000000,0.980000,0.552914,50
