1000000,0.000000,0.000000,50
2000000,0.000000,0.000000,50
3000000,0.000000,0.000000,50
4000000,0.000000,0.000000,50
5000000,0.000000,0.000000,50
6000000,0.000000,0.000000,50
7000000,0.000000,0.000000,50
8000000,0.000000,0.000000,50
9000000,0.000000,0.000000,50
10000000,0.000000,0.000000,50
11000000,0.000000,0.000000,50
12000000,0.000000,0.000000,50
13000000,0.000000,0.000000,50
14000000,0.000000,0.000000,50
15000000,0.000000,0.000000,50
16000000,0.000000,0.000000,50
17000000,0.000000,0.000000,50
18000000,0.000000,0.000000,50
19000000,0.000000,0.000000,50
20000000,0.000000,0.000000,50
21000000,0.000000,0.000000,50
22000000,0.000000,0.000000,50
23000000,0.000000,0.000000,50
24000000,0.000000,0.000000,50
25000000,0.000000,0.000000,50
26000000,0.000000,0.000000,50
27000000,0.000000,0.000000,50
28000000,0.000000,0.000000,50
29000000,0.000000,0.000000,50
30000000,0.000000,0.000000,50
31000000,0.000000,0.000000,50
32000000,0.000000,0.000000,50
33000000,0.000000,0.000000,50
34000000,0.000000,0.000000,50
35000000,0.000000,0.000000,50
36000000,0.000000,0.000000,50
37000000,0.000000,0.000000,50
38000000,0.020000,0.141421,50
39000000,0.000000,0.000000,50
40000000,0.000000,0.000000,50
41000000,0.000000,0.000000,50
42000000,0.040000,0.197949,50
43000000,0.000000,0.000000,50
44000000,0.000000,0.000000,50
45000000,0.000000,0.000000,50
46000000,0.060000,0.239898,50
47000000,0.000000,0.000000,50
48000000,0.040000,0.197949,50
49000000,0.040000,0.197949,50
50000000,0.000000,0.000000,50
